Date,Description,Category,Amount,Type,Notes,Merchant,Payment Method,Balance After Transaction,Currency,Transaction ID,Account Type,Transaction Type,Location,User ID,Transaction Rating,Time,Transaction Status
2020-01-25,Netflix Subscription,Entertainment,315.63,Credit,Movie night,Netflix,,2692.87,USD,TXN35555211,Credit,In-Store,Lake Brittany,1100,2,19:25:48,Completed
2021-03-25,Uber Ride,Transport,384.12,Debit,Ride fare,Uber,Cash,2902.14,USD,TXN32112252,Checking,In-Store,New Laurenside,1057,1,05:21:04,Completed
2022-12-24,Netflix Subscription,Entertainment,10.722772250679531,Debit,Movie night,Netflix,Credit Card,7110.17,USD,TXN86852658,Savings,In-Store,Lake Mark,1018,4,23:12:42,Completed
2021-09-11,Lyft Ride,Transport,932.72,Debit,Commute fare,Lyft,Cash,6309.55,USD,TXN40507446,Credit,Recurring,West Tammyfort,1017,1,02:16:16,Completed
2021-01-10,Amazon Purchase,Shopping,436.32,Credit,Online shopping,Amazon,Debit Card,1401.22,USD,TXN28626397,Savings,Online,North Davidborough,1007,4,09:19:45,Completed
2021-07-08,Spotify Subscription,Entertainment,10.722772250679531,Debit,Music streaming,Spotify,Debit Card,6591.15,USD,TXN85307234,Checking,In-Store,Jasmineside,1047,3,20:14:39,
2022-02-14,McDonald's Meal,Food & Dining,14.322406925794592,Credit,Lunch at McDonald's,McDonalds,Mobile Payment,2642.34,USD,TXN52114600,Savings,Recurring,Jonesberg,1017,2,03:09:45,Completed
2021-03-01,Netflix Subscription,Entertainment,10.722772250679531,Debit,Movie night,Netflix,Cash,8533.02,USD,TXN78559957,Checking,In-Store,East Lori,1079,3,04:14:34,Completed
2020-09-25,Lyft Ride,Transport,105.38,Credit,Commute fare,Lyft,Cash,2246.21,USD,TXN11948963,Checking,Online,North Jenniferfurt,1098,5,17:20:34,Completed
2021-03-09,Netflix Subscription,Entertainment,78.86,Debit,Movie night,Netflix,Mobile Payment,1377.84,USD,TXN60672735,Credit,One-Time,Port Gabriellafort,1044,3,23:37:22,Completed
2020-12-06,Lyft Ride,Transport,374.69,Credit,Commute fare,Lyft,Cash,7695.89,USD,TXN75425900,Credit,In-Store,New Tinaview,1063,5,10:24:24,Completed
2022-01-18,Amazon Purchase,Shopping,857.21,Credit,Online shopping,Amazon,Debit Card,6521.72,USD,TXN21428427,Savings,In-Store,West Donald,1049,4,15:08:34,Completed
2022-05-14,Lyft Ride,Transport,582.88,Credit,Commute fare,Lyft,Mobile Payment,1665.55,USD,TXN15553062,Credit,In-Store,,1096,3,00:37:58,Completed
2022-07-23,Groceries at Walmart,Groceries,906.56,Debit,Grocery shopping,Walmart,Cash,1171.68,USD,TXN58302245,Savings,One-Time,Kellerstad,1016,2,06:13:05,Refunded
2020-05-27,McDonald's Meal,Food & Dining,20.418003644015982,Credit,Lunch at McDonald's,McDonalds,Cash,9014.88,USD,TXN50554041,Savings,Online,,1048,5,19:50:49,Completed
2020-03-23,Lyft Ride,Transport,549.38,Debit,Commute fare,Lyft,Debit Card,705.81,USD,TXN78644619,Savings,One-Time,Davismouth,1023,5,13:21:37,Completed
2020-04-10,Uber Ride,Transport,10.722772250679531,Credit,Ride fare,Uber,Credit Card,7554.81,USD,TXN93948861,Credit,In-Store,East Sallybury,1021,1,12:31:22,Refunded
2021-04-26,Uber Ride,Transport,10.722772250679531,Debit,Ride fare,Uber,Bank Transfer,214.25,USD,TXN74759027,Credit,One-Time,Rodriguezside,1034,4,14:56:40,Completed
2022-04-01,Uber Ride,Transport,665.62,Debit,Ride fare,Uber,Debit Card,7213.72,USD,TXN28039198,Credit,Recurring,Masseyhaven,1013,2,07:59:21,
2022-10-29,Uber Ride,Transport,575.35,Credit,Ride fare,Uber,Debit Card,3972.73,USD,TXN81422901,Savings,Recurring,West Tammyfort,1019,5,11:51:30,Completed
2022-12-14,Dinner at McDonald's,Food & Dining,10.722772250679531,Credit,Gift purchase,,Debit Card,134.73,USD,TXN73526396,Savings,Recurring,New Ronaldville,1016,4,11:38:05,Refunded
2021-11-20,McDonald's Meal,Food & Dining,23.17396035139661,Debit,Lunch at McDonald's,McDonalds,Credit Card,766.42,USD,TXN37121560,Savings,Online,West Donald,1016,3,11:42:45,Completed
2020-11-23,Groceries at Walmart,Groceries,425.11,Credit,Grocery shopping,Walmart,Debit Card,6288.54,USD,TXN18426489,Savings,Recurring,Masseyshire,1007,3,08:19:32,Completed
2020-03-03,Spotify Subscription,Entertainment,211.54,Debit,Music streaming,Spotify,Debit Card,8387.77,USD,TXN81183542,Savings,Recurring,West Ryanborough,1053,4,06:50:02,Refunded
2020-08-24,Netflix Subscription,Entertainment,219.8,Debit,Utility bill payment,,Bank Transfer,7783.34,USD,TXN44411722,Credit,In-Store,New Tannerville,1100,4,09:52:27,Refunded
2020-03-14,Lyft Ride,Transport,707.93,Credit,Commute fare,Lyft,Bank Transfer,8318.59,USD,TXN23835336,Checking,Recurring,New Tristanmouth,1024,5,08:02:38,Completed
2021-04-11,McDonald's Meal,Food & Dining,23.57143232842297,Credit,Lunch at McDonald's,McDonalds,Debit Card,3391.2,USD,TXN49802129,Credit,Online,New Ronaldville,1058,5,20:27:51,Refunded
2021-02-01,Lyft Ride,Transport,10.722772250679531,Debit,Commute fare,Lyft,Cash,7623.09,USD,TXN54003032,Credit,In-Store,Chadland,1092,5,02:28:28,Completed
2020-07-19,Lyft Ride,Transport,10.722772250679531,Credit,Commute fare,Lyft,Mobile Payment,1596.07,USD,TXN24811659,Savings,In-Store,Lake Brittany,1059,3,00:45:08,Completed
2021-06-20,Spotify Subscription,Entertainment,486.52,Credit,Music streaming,Spotify,Cash,3746.57,USD,TXN87762810,Credit,In-Store,Hullport,1025,2,13:52:58,Refunded
2022-04-12,Uber Ride,Transport,466.1,Debit,Ride fare,Uber,Mobile Payment,9570.28,USD,TXN59638507,Savings,In-Store,Port Tammy,1073,5,11:29:51,Refunded
2020-02-22,Groceries at Walmart,Groceries,307.68,Debit,Grocery shopping,Walmart,Debit Card,8252.44,USD,TXN87651514,Savings,Recurring,Bryanside,1084,4,16:16:54,Completed
2021-05-09,Amazon Purchase,Shopping,826.85,Debit,Online shopping,Amazon,Bank Transfer,3264.14,USD,TXN47663975,Savings,One-Time,Gonzalezstad,1038,3,12:46:36,Completed
2022-08-24,Groceries at Walmart,Groceries,392.16,Credit,Grocery shopping,Walmart,Credit Card,6343.57,USD,TXN77808870,Savings,In-Store,Lake Josephbury,1009,5,00:04:41,Completed
2020-12-25,Lyft Ride,Transport,225.97,Debit,Commute fare,Lyft,Cash,5961.94,USD,TXN61054415,Savings,Online,Jasmineside,1061,2,03:50:01,Pending
2020-03-26,Amazon Purchase,Shopping,148.53,Credit,Online shopping,Amazon,,5999.6,USD,TXN90791234,Savings,Online,Seanfurt,1000,2,15:08:20,Completed
2021-08-20,Netflix Subscription,Entertainment,766.95,Credit,Movie night,Netflix,Cash,1373.49,USD,TXN65757274,Checking,Recurring,New Ronaldville,1015,3,00:33:05,Pending
2020-05-16,Lyft Ride,Transport,10.722772250679531,Debit,Commute fare,Lyft,Cash,4236.12,USD,TXN27998041,Savings,Recurring,New Tannerville,1024,1,09:50:24,Completed
2020-10-16,Spotify Subscription,Entertainment,331.73,Debit,Music streaming,Spotify,Mobile Payment,3158.17,USD,TXN16247491,Checking,Online,Howardborough,1051,2,13:33:39,Completed
2022-01-29,Groceries at Target,Groceries,542.58,Credit,Grocery shopping,Target,Credit Card,6784.39,USD,TXN12128195,Credit,One-Time,Lake Josephbury,1001,4,14:54:37,Completed
2022-11-11,Netflix Subscription,Entertainment,775.93,Debit,Movie night,Netflix,Bank Transfer,3475.52,USD,TXN84997545,Savings,One-Time,New Laurenside,1057,3,12:51:26,Refunded
2021-09-28,McDonald's Meal,Food & Dining,22.28394906602384,Debit,Lunch at McDonald's,McDonalds,Mobile Payment,1817.67,USD,TXN34271378,Checking,Online,West Corey,1009,1,06:03:10,Completed
2021-04-02,Electricity Bill,Utilities,936.98,Credit,Gift purchase,,Debit Card,471.3,USD,TXN22614020,Checking,One-Time,Rileymouth,1051,2,18:49:06,Pending
2020-07-08,Netflix Subscription,Entertainment,10.722772250679531,Debit,Movie night,Netflix,Cash,1920.54,USD,TXN23259586,Savings,In-Store,Changchester,1024,2,11:11:25,Completed
2022-01-24,Groceries at Target,Groceries,632.33,Credit,Grocery shopping,Target,Bank Transfer,9597.72,USD,TXN95170414,Checking,One-Time,Ramoshaven,1020,1,12:21:02,Completed
2022-11-16,McDonald's Meal,Food & Dining,8.580989427048673,Credit,Lunch at McDonald's,McDonalds,Mobile Payment,6310.59,USD,TXN77269604,Checking,Recurring,Masseyhaven,1033,3,22:10:09,Completed
2021-01-05,Netflix Subscription,Entertainment,594.55,Credit,Movie night,Netflix,Cash,8390.68,USD,TXN55189529,Checking,Recurring,Lake Brittany,1094,4,02:00:18,Completed
2021-07-06,Groceries at Target,Groceries,10.722772250679531,Debit,Grocery shopping,Target,Mobile Payment,6170.84,USD,TXN39836802,Savings,In-Store,Port Audreyside,1010,5,21:06:05,Pending
2022-03-27,Groceries at Target,Groceries,527.74,Credit,Grocery shopping,Target,Mobile Payment,5633.09,USD,TXN68659414,Credit,In-Store,Lisaside,1043,3,20:25:21,Completed
2021-04-30,McDonald's Meal,Food & Dining,20.825738358497425,Credit,Lunch at McDonald's,McDonalds,Debit Card,4547.2,USD,TXN69385169,Savings,Online,New Ronaldville,1062,1,23:02:06,
2020-07-04,Lyft Ride,Transport,285.29,Credit,Commute fare,Lyft,Mobile Payment,2272.04,USD,TXN99392364,Credit,Recurring,Gonzalezstad,1098,4,08:32:29,Completed
2021-11-03,Netflix Subscription,Entertainment,69.32,Credit,Movie night,Netflix,Credit Card,2713.35,USD,TXN41857427,Checking,One-Time,Kellerstad,1013,5,09:18:01,Completed
2021-11-28,Spotify Subscription,Entertainment,10.722772250679531,Debit,Music streaming,Spotify,Debit Card,2200.52,USD,TXN54772400,Savings,Online,Davismouth,1071,4,22:31:32,Completed
2020-09-23,Groceries at Target,Groceries,909.92,Credit,Grocery shopping,Target,Mobile Payment,8989.07,USD,TXN99999103,Savings,One-Time,Aimeebury,1081,1,06:37:15,Completed
2021-06-14,Netflix Subscription,Entertainment,877.97,Credit,Movie night,Netflix,Debit Card,8304.12,USD,TXN22057158,Credit,Recurring,Cabreraville,1090,5,16:58:53,Completed
2022-09-07,Groceries at Target,Groceries,10.722772250679531,Credit,Grocery shopping,Target,Bank Transfer,2425.39,USD,TXN87038826,Credit,One-Time,Cabreraville,1033,2,11:19:16,Completed
2021-05-28,McDonald's Meal,Food & Dining,11.388979680719748,Credit,Lunch at McDonald's,McDonalds,Mobile Payment,554.92,USD,TXN42785347,Checking,Recurring,Jasmineside,1076,3,17:01:20,Completed
2022-12-08,Groceries at Target,Groceries,337.83,Credit,Grocery shopping,Target,Cash,1875.26,USD,TXN56510646,Credit,Online,Lisaside,1022,4,10:22:30,Completed
2022-07-09,Groceries at Target,Groceries,866.82,Credit,Grocery shopping,Target,Cash,2542.2,USD,TXN75792138,Credit,Recurring,Jasmineside,1078,5,04:19:11,Completed
2020-06-16,Groceries at Target,Groceries,10.722772250679531,Debit,Grocery shopping,Target,Debit Card,7176.42,USD,TXN52453748,Credit,One-Time,West Tammyfort,1012,2,01:11:30,Pending
2022-12-22,Lyft Ride,Transport,221.19,Credit,Commute fare,Lyft,Mobile Payment,1092.9,USD,TXN27491462,Savings,One-Time,Port Heidi,1016,4,08:45:34,Completed
2022-09-14,Spotify Subscription,Entertainment,10.722772250679531,Debit,Music streaming,Spotify,Credit Card,5261.58,USD,TXN65658640,Credit,Recurring,Lake Emily,1054,2,22:54:21,Completed
2022-05-02,Netflix Subscription,Entertainment,10.722772250679531,Debit,Movie night,Netflix,Bank Transfer,9368.04,USD,TXN58356060,Credit,In-Store,Meganbury,1000,1,09:28:10,Completed
2021-04-10,Amazon Purchase,Shopping,282.1,Credit,Online shopping,Amazon,Mobile Payment,829.12,USD,TXN42750204,Checking,Recurring,Chadland,1090,4,19:57:44,Completed
2022-12-20,McDonald's Meal,Food & Dining,12.777033577702015,Credit,Lunch at McDonald's,McDonalds,Credit Card,2109.03,USD,TXN66593995,Savings,In-Store,West Tammyfort,1039,5,08:19:22,Completed
2020-05-26,Groceries at Walmart,Groceries,867.0,Debit,Grocery shopping,Walmart,Mobile Payment,6080.19,USD,TXN58664119,Credit,Recurring,New Ronaldville,1047,3,02:50:07,Completed
2021-07-04,Groceries at Target,Groceries,315.12,Debit,Grocery shopping,Target,Cash,6888.49,USD,TXN65754206,Checking,Recurring,Port Tammy,1014,5,18:26:11,Completed
2021-06-07,Netflix Subscription,Entertainment,303.9,Credit,Movie night,Netflix,Credit Card,7571.09,USD,TXN60594170,Savings,Online,,1076,3,11:25:04,Completed
2020-12-08,Netflix Subscription,Entertainment,746.76,Credit,Movie night,Netflix,Bank Transfer,2927.37,USD,TXN75912207,Checking,One-Time,Kellerstad,1017,1,11:06:18,Pending
2020-05-28,Groceries at Target,Groceries,627.68,Credit,Grocery shopping,Target,Debit Card,197.1,USD,TXN60957506,Savings,One-Time,West Chloefort,1012,2,08:17:21,Completed
2020-09-01,Groceries at Walmart,Groceries,566.87,Debit,Movie night,,Mobile Payment,5941.19,USD,TXN36111715,Checking,Online,East Lori,1055,3,15:59:28,Completed
2020-03-30,Lyft Ride,Transport,481.05,Debit,Commute fare,Lyft,Debit Card,9025.66,USD,TXN82396379,Checking,In-Store,Rileymouth,1054,1,09:45:24,Completed
2021-11-17,Lyft Ride,Transport,81.48,Debit,Commute fare,Lyft,Bank Transfer,3803.17,USD,TXN97958902,Checking,One-Time,Cabreraville,1062,5,03:38:11,Completed
2020-04-05,Lyft Ride,Transport,175.46,Debit,Commute fare,Lyft,Credit Card,369.53,USD,TXN84427475,Checking,One-Time,West Ryanborough,1092,1,15:17:17,Completed
2021-02-23,Spotify Subscription,Entertainment,768.03,Debit,Music streaming,Spotify,,8949.34,USD,TXN80887471,Credit,In-Store,Ramoshaven,1001,4,13:53:06,Completed
2022-06-08,McDonald's Meal,Food & Dining,9.625739610592795,Credit,Lunch at McDonald's,McDonalds,Cash,2080.93,USD,TXN53430324,Credit,Online,,1091,1,15:38:32,Pending
2020-02-27,Netflix Subscription,Entertainment,174.35,Debit,Movie night,Netflix,Debit Card,3115.54,USD,TXN18093971,Credit,Recurring,East Sallybury,1089,3,22:31:05,Completed
2020-10-12,Gas Station,Transport,901.53,Credit,Bus pass recharge,,Credit Card,2117.1,USD,TXN83849758,Credit,Recurring,Chadland,1070,3,20:22:43,Completed
2022-10-06,Lyft Ride,Transport,371.78,Debit,Commute fare,Lyft,Mobile Payment,4902.84,USD,TXN64910157,Credit,One-Time,Gonzalezstad,1038,4,23:02:01,Completed
2020-03-13,Lyft Ride,Transport,443.31,Debit,Commute fare,Lyft,Cash,1467.41,USD,TXN19461264,Savings,In-Store,West Corey,1002,2,23:19:56,Pending
2022-08-15,Groceries at Walmart,Groceries,856.07,Debit,Grocery shopping,Walmart,Bank Transfer,1639.35,USD,TXN99789603,Checking,One-Time,Masseyshire,1068,2,11:24:23,Completed
2022-04-24,Netflix Subscription,Entertainment,52.57,Credit,Movie night,Netflix,Cash,8271.14,USD,TXN89633134,Checking,Online,New Andrewburgh,1050,4,11:37:50,Completed
2020-06-07,Amazon Purchase,Shopping,301.71,Debit,Online shopping,Amazon,Credit Card,7989.89,USD,TXN82935045,Credit,One-Time,Howardborough,1022,5,23:57:12,Completed
2022-05-23,Netflix Subscription,Entertainment,109.64,Credit,Movie night,Netflix,Bank Transfer,6153.01,USD,TXN55076030,Savings,Recurring,East Sallybury,1062,2,03:41:11,Pending
2021-07-08,McDonald's Meal,Food & Dining,16.507728978109693,Debit,Lunch at McDonald's,McDonalds,Bank Transfer,1841.46,USD,TXN38238961,Savings,Online,Rodriguezside,1025,2,17:27:13,Completed
2021-11-04,Uber Ride,Transport,10.722772250679531,Debit,Ride fare,Uber,Debit Card,9211.91,USD,TXN77006818,Credit,Online,Lake Mark,1011,4,11:36:16,Completed
2022-07-10,Netflix Subscription,Entertainment,440.5,Credit,Movie night,Netflix,,8835.7,USD,TXN48464815,Savings,Recurring,West Donald,1090,4,06:38:34,Completed
2020-09-14,Uber Ride,Transport,511.28,Credit,Ride fare,Uber,Bank Transfer,7647.18,USD,TXN46357706,Savings,In-Store,Port Heidi,1066,3,21:10:27,Pending
2020-02-22,Spotify Subscription,Entertainment,648.08,Debit,Music streaming,Spotify,Credit Card,5417.53,USD,TXN62627085,Checking,One-Time,Seanfurt,1099,1,00:16:27,Completed
2021-12-17,Uber Ride,Transport,911.53,Debit,Ride fare,Uber,,7217.11,USD,TXN43893641,Savings,One-Time,Changchester,1093,5,05:51:25,Completed
2022-11-02,Groceries at Target,Groceries,129.18,Debit,Grocery shopping,Target,Cash,9554.63,USD,TXN32944437,Savings,Online,Gonzalezstad,1015,1,05:29:52,
2022-05-31,McDonald's Meal,Food & Dining,17.016911521436988,Debit,Lunch at McDonald's,McDonalds,Credit Card,1521.17,USD,TXN64151618,Credit,In-Store,New Ronaldville,1034,3,14:28:33,Completed
2020-11-28,Lyft Ride,Transport,864.08,Credit,Commute fare,Lyft,Cash,6172.31,USD,TXN32058330,Credit,Recurring,Kellerstad,1073,3,17:50:02,Completed
2022-08-31,McDonald's Meal,Food & Dining,11.927588725945927,Debit,Lunch at McDonald's,McDonalds,,238.95,USD,TXN30996616,Checking,Online,South Christopherville,1027,5,09:28:58,Completed
2021-05-31,Amazon Purchase,Shopping,245.45,Credit,Online shopping,Amazon,Credit Card,3910.27,USD,TXN92780353,Savings,Online,East Lori,1026,1,02:15:22,Completed
2022-04-30,Uber Ride,Transport,823.72,Debit,Ride fare,Uber,Cash,5569.22,USD,TXN75044927,Savings,Online,New Tristanmouth,1020,5,09:39:21,Completed
2021-04-24,Spotify Subscription,Entertainment,660.9,Credit,Music streaming,Spotify,Debit Card,5984.82,USD,TXN63123538,Checking,Online,New Tristanmouth,1076,4,15:53:04,Completed
2021-07-27,McDonald's Meal,Food & Dining,9.792044642088127,Debit,Lunch at McDonald's,McDonalds,Credit Card,5110.72,USD,TXN27799629,Savings,One-Time,Rodriguezside,1094,4,01:09:02,Completed
2022-07-30,Amazon Purchase,Shopping,824.76,Credit,Online shopping,Amazon,Mobile Payment,6427.17,USD,TXN37637389,Checking,Recurring,Chadland,1030,1,23:58:55,Completed
2021-12-05,Lyft Ride,Transport,309.66,Debit,Commute fare,Lyft,Credit Card,6718.35,USD,TXN67306539,Savings,Recurring,East Lori,1092,1,22:23:33,Completed
2021-03-05,McDonald's Meal,Food & Dining,21.86691963597444,Credit,Lunch at McDonald's,McDonalds,Cash,3366.34,USD,TXN21487799,Savings,One-Time,New Laurenside,1033,5,02:03:00,Completed
2020-10-14,McDonald's Meal,Food & Dining,54.57,Debit,Lunch at McDonald's,McDonalds,Debit Card,8286.94,USD,TXN69674312,Savings,In-Store,Port Tammy,1040,3,02:54:15,Completed
2021-10-18,Uber Ride,Transport,977.65,Debit,Ride fare,Uber,Debit Card,623.37,USD,TXN81709811,Checking,Online,Lauramouth,1040,2,17:11:59,Refunded
2021-10-30,McDonald's Meal,Food & Dining,22.423345294516032,Debit,Lunch at McDonald's,McDonalds,Cash,3455.41,USD,TXN63212532,Checking,Online,Port Carrie,1093,4,03:10:22,Completed
2020-01-11,Netflix Subscription,Entertainment,333.73,Credit,Movie night,Netflix,Mobile Payment,5387.14,USD,TXN36431260,Savings,Recurring,Howardborough,1019,4,14:26:52,Refunded
2020-12-12,Groceries at Target,Groceries,10.722772250679531,Credit,Grocery shopping,Target,Credit Card,9145.34,USD,TXN67203763,Credit,One-Time,Jasmineside,1021,4,15:29:11,Completed
2020-04-29,Spotify Subscription,Entertainment,560.26,Debit,Music streaming,Spotify,Mobile Payment,5581.03,USD,TXN33471411,Checking,One-Time,Lake Brittany,1067,4,14:26:02,Completed
2020-09-25,Uber Ride,Transport,557.83,Credit,Ride fare,Uber,Cash,2727.02,USD,TXN52817893,Checking,Online,North Davidborough,1079,4,18:15:53,Completed
2022-02-09,Uber ride,Transport,473.73,Debit,Late night snack,,Cash,2573.15,USD,TXN73359659,Credit,Recurring,West Donald,1052,4,19:10:55,Completed
2020-08-03,Lyft Ride,Transport,963.45,Debit,Commute fare,Lyft,Mobile Payment,2791.73,USD,TXN99407447,Checking,Online,Barbaraport,1044,1,12:29:42,Refunded
2022-10-27,Uber Ride,Transport,36.62,Debit,Ride fare,Uber,Cash,2249.54,USD,TXN21168434,Credit,In-Store,Howardborough,1044,3,20:00:30,Pending
2020-10-31,McDonald's Meal,Food & Dining,23.47719212417413,Debit,Lunch at McDonald's,McDonalds,,4800.0,USD,TXN33156154,Savings,Recurring,Cabreraville,1097,5,05:41:23,Completed
2021-06-21,Groceries at Target,Groceries,469.96,Credit,Grocery shopping,Target,Bank Transfer,4747.52,USD,TXN18287511,Checking,Recurring,East Lori,1095,3,23:16:46,Completed
2020-02-16,Groceries at Target,Groceries,10.722772250679531,Debit,Grocery shopping,Target,Mobile Payment,9338.3,USD,TXN12912553,Checking,Recurring,Port Audreyside,1066,2,16:23:03,Completed
2021-10-10,Netflix Subscription,Entertainment,355.26,Debit,Movie night,Netflix,Mobile Payment,1071.8,USD,TXN97250721,Checking,Online,Seanfurt,1027,1,06:42:59,Completed
2020-02-15,Groceries at Target,Groceries,10.722772250679531,Credit,Grocery shopping,Target,Credit Card,2196.59,USD,TXN84729167,Credit,One-Time,Port Audreyside,1030,1,06:40:44,Completed
2021-08-17,Netflix Subscription,Entertainment,532.56,Credit,Movie night,Netflix,Debit Card,5248.66,USD,TXN31652287,Credit,Online,South Christopherville,1077,2,10:38:15,Refunded
2021-05-16,Spotify Subscription,Entertainment,954.95,Credit,Music streaming,Spotify,Bank Transfer,8506.43,USD,TXN92426501,Savings,In-Store,Masseyshire,1014,3,20:44:41,Completed
2022-12-30,Amazon Purchase,Shopping,173.2,Credit,Online shopping,Amazon,Debit Card,7436.5,USD,TXN42309091,Credit,Online,Port Heidi,1081,1,05:57:23,Completed
2020-06-04,McDonald's Meal,Food & Dining,74.14,Credit,Lunch at McDonald's,McDonalds,Mobile Payment,2203.63,USD,TXN75303192,Savings,Online,Michaelburgh,1012,3,00:12:47,
2020-07-20,Lyft Ride,Transport,425.51,Credit,Commute fare,Lyft,Credit Card,4562.88,USD,TXN68185666,Credit,In-Store,New Tinaview,1079,1,07:09:21,Completed
2020-12-01,Amazon Purchase,Shopping,658.59,Debit,Online shopping,Amazon,Mobile Payment,153.06,USD,TXN72852027,Savings,Online,New Ronaldville,1079,2,06:59:37,Completed
2020-06-18,Uber Ride,Transport,454.37,Credit,Ride fare,Uber,Debit Card,5941.63,USD,TXN32008650,Credit,One-Time,Howardborough,1015,4,01:59:28,Completed
2020-07-05,Groceries at Walmart,Groceries,404.13,Debit,Grocery shopping,Walmart,Cash,1036.98,USD,TXN10781794,Savings,In-Store,Lake Josephbury,1078,4,17:29:15,Completed
2021-04-15,Uber Ride,Transport,577.69,Debit,Ride fare,Uber,Mobile Payment,355.71,USD,TXN36354801,Checking,One-Time,Chadland,1071,5,03:39:37,Completed
2021-04-23,Groceries at Target,Groceries,288.45,Debit,Grocery shopping,Target,Credit Card,1329.93,USD,TXN34532981,Checking,Recurring,Port Carrie,1008,5,21:57:04,Completed
2022-09-26,Spotify Subscription,Entertainment,173.32,Credit,Music streaming,Spotify,Cash,4460.56,USD,TXN72430213,Savings,Online,Lake Emily,1060,3,18:04:45,Pending
2020-09-20,Lyft Ride,Transport,70.42,Debit,Commute fare,Lyft,Mobile Payment,7355.66,USD,TXN42714136,Checking,Recurring,Aimeebury,1090,3,07:03:11,
2022-07-06,McDonald's Meal,Food & Dining,13.929238322394117,Credit,Lunch at McDonald's,McDonalds,Cash,6711.36,USD,TXN58215362,Savings,One-Time,North Davidborough,1035,3,21:17:02,Completed
2022-01-06,Groceries at Walmart,Groceries,661.56,Debit,Grocery shopping,Walmart,Mobile Payment,4371.53,USD,TXN23153807,Checking,Online,South Christopherville,1001,5,07:56:39,
2022-04-05,McDonald's Meal,Food & Dining,28.5,Debit,Lunch at McDonald's,McDonalds,Debit Card,8459.73,USD,TXN62716505,Credit,Recurring,New Ronaldville,1053,4,11:25:25,Pending
2020-03-24,Lyft Ride,Transport,5.46,Credit,Commute fare,Lyft,Bank Transfer,7485.79,USD,TXN90767829,Checking,In-Store,,1075,1,06:20:48,Completed
2022-06-19,Pharmacy Purchase,Healthcare,828.73,Credit,Online subscription,,Cash,6783.97,USD,TXN35667825,Savings,One-Time,Bryanside,1071,3,18:35:52,Completed
2022-02-12,Spotify Subscription,Entertainment,307.5,Credit,Music streaming,Spotify,Cash,1049.43,USD,TXN73407370,Savings,Recurring,New Laurenside,1092,1,21:19:09,Completed
2022-11-24,Lyft Ride,Transport,431.26,Credit,Commute fare,Lyft,Credit Card,3861.98,USD,TXN63926417,Credit,In-Store,Barbaraport,1074,5,09:33:35,Completed
2020-04-14,Lyft Ride,Transport,10.722772250679531,Debit,Commute fare,Lyft,Bank Transfer,7163.29,USD,TXN94598789,Credit,Online,Bryanside,1041,5,14:06:44,Completed
2021-08-14,Netflix Subscription,Entertainment,871.27,Credit,Movie night,Netflix,Cash,8802.23,USD,TXN50143095,Credit,Online,Port Carrie,1079,5,05:41:47,Completed
2021-02-05,Amazon Purchase,Shopping,274.69,Debit,Online shopping,Amazon,Mobile Payment,7692.02,USD,TXN42162165,Savings,In-Store,Davismouth,1055,2,14:58:23,Refunded
2021-01-05,Groceries at Target,Groceries,808.68,Debit,Grocery shopping,Target,Credit Card,7747.16,USD,TXN60795043,Credit,In-Store,Meganbury,1062,4,08:55:51,
2021-01-23,Lyft Ride,Transport,27.89,Debit,Commute fare,Lyft,Cash,4187.76,USD,TXN20420117,Savings,One-Time,Michaelburgh,1032,3,06:56:10,Pending
2022-12-16,Uber Ride,Transport,501.62,Credit,Ride fare,Uber,Cash,1478.47,USD,TXN62221184,Checking,Online,East Lori,1087,3,13:35:06,Completed
2021-09-09,Spotify Subscription,Entertainment,343.43,Credit,Music streaming,Spotify,Credit Card,2892.85,USD,TXN44970894,Credit,Recurring,North Megan,1026,3,07:29:32,Completed
2022-04-03,Lyft Ride,Transport,704.39,Credit,Commute fare,Lyft,Debit Card,5288.77,USD,TXN95833980,Checking,Recurring,Port Tammy,1067,3,15:25:14,Completed
2022-10-09,Uber Ride,Transport,351.32,Debit,Ride fare,Uber,Debit Card,4934.56,USD,TXN29236187,Savings,In-Store,New Tinaview,1000,3,11:24:53,Pending
2021-11-03,Netflix Subscription,Entertainment,222.02,Debit,Movie night,Netflix,Cash,3784.42,USD,TXN46481149,Checking,In-Store,Jasmineside,1010,1,15:21:28,Completed
2020-10-16,Groceries at Target,Groceries,80.56,Credit,Grocery shopping,Target,Mobile Payment,8394.32,USD,TXN17831142,Savings,In-Store,Changchester,1066,2,01:46:45,Completed
2020-07-03,Uber Ride,Transport,667.49,Credit,Ride fare,Uber,,4364.61,USD,TXN15335916,Credit,Recurring,,1065,5,06:48:08,Pending
2020-05-24,Uber Ride,Transport,191.78,Credit,Ride fare,Uber,Bank Transfer,8934.95,USD,TXN90564908,Credit,Online,Seanfurt,1079,5,23:16:02,Completed
2020-04-23,Netflix Subscription,Entertainment,417.61,Credit,Movie night,Netflix,Debit Card,7480.18,USD,TXN56375816,Savings,One-Time,Aimeebury,1065,4,10:16:33,Pending
2020-06-29,Amazon Purchase,Shopping,328.83,Debit,Online shopping,Amazon,Cash,273.98,USD,TXN32258040,Credit,In-Store,West Chloefort,1057,3,23:14:24,Completed
